Video ID,Título,Data de Publicação,Duração,Playlists
16meabHYQmI,2022 10 28 - Retiro |  Instruções Práticas do Buda para nossas Vidas - #12(novo),2022-10-25T19:26:59Z,PT3H3M40S,
19-LNSregME,[ VÍDEO SUBSTITUÍDO : Superando os Conflitos ],2016-03-19T21:36:35Z,PT2H38M10S,
19FitBZ2-Kw,#793 Prática de Prajnaparamita e Buda da Medicina | 11/06/22,2022-06-11T23:25:28Z,PT1H24M35S,
1A821KcBpGI,#1140 Puja Diário | 24/05/23,2023-05-25T10:59:51Z,PT57M36S,
1BnA26lRZsE,Budismo e o reencantamento com o mundo,2017-08-21T00:51:23Z,PT2H7M34S,
1C08GtiC-GE,#837 Prática de Prajnaparamita e Buda da Medicina | 25/07/22,2022-07-25T23:30:57Z,PT1H32M27S,
1ETUkW0j_Y8,"Retiro de Inverno 2016 #11 | (4º dia, manhã)",2016-07-26T15:49:03Z,PT1H50M28S,
1EhP__HtJuw,Puja Diário e Palestra: Recuperando os sonhos e a alegria de viver (CEBB Joinville) | 02/05/23,2023-05-03T13:22:05Z,PT3H2M54S,
1HKltzxX0Bw,A Compaixão e o Paradigma Econômico: “O que eu faço da minha vida?”,2017-06-25T15:22:38Z,PT2H3M25S,
1HkVIU3BU6g,2022 03 01 - Retiro de Verão: A Prática na Vida Cotidiana MANHÃ,2022-02-18T11:02:01Z,PT3H29M1S,
1HlgAF8EEEg,Educação na Perspectiva Budista - Parte 5,2011-12-03T04:32:57Z,PT24M47S,
1KBfu8rRpNc,#418 Prática de Prajnaparamita e Buda da Medicina | 04/06/2021,2021-06-04T23:02:51Z,PT50M36S,
1LPRZtw-wjA,teste português,2022-04-25T20:33:05Z,PT5M36S,
1Nhx09XTrM8,Budismo e Alegria de Viver - Retiro com o Lama Padma Samten #1 (Sexta-Feira/ Noite),2019-05-25T01:00:20Z,PT1H12M5S,
1OnbzzYk4ok,"Miniretiro: ""Como construir Terra Pura"" (3ºDia | Manhã)",2014-05-05T01:06:13Z,PT2H33M46S,
1QDReXbR_UY,2022 06 09 - Retiro: Apresentação dos Estágios do Caminho Budista - #8,2022-05-24T21:42:49Z,PT2H12M51S,
1QtNqompSss,#519 Prática de Prajnaparamita e Buda da Medicina | 13/09/2021,2021-09-13T22:52:43Z,PT54M6S,
1QxDYiwM4_Y,#1680 Puja Diário | 16/11/24,2024-11-17T11:23:20Z,PT50M26S,
1RS5go-txcc,#1078 Prática de Prajnaparamita e Buda da Medicina  |  23/03/23,2023-03-23T23:12:24Z,PT58M1S,
1SKUKx6zhns,2023 04 29 | Retiro Refúgio nas Três Jóias - Clareza e confiança no caminho - CEBB Sukhavati | #1,2023-04-28T12:16:26Z,PT2H37M44S,
1SjkpbLQl6A,#1026 Prática de Prajnaparamita e Buda da Medicina  |  30/01/23,2023-01-30T23:44:52Z,PT1H21M10S,
1TBdo0LkO60,"Retiro de Inverno 2016 #2 | (1º dia, manhã)",2016-07-23T15:49:48Z,PT1H54M29S,
1XhRnSkFZtA,#774 Prática de Prajnaparamita e Buda da Medicina | 23/05/22,2022-05-23T23:41:08Z,PT1H35M54S,
1aCamQAffyM,2025 05 30 - Estudo de Aprofundamento - O Sutra do Lótus #9,2025-05-30T11:08:21Z,PT2H21M16S,
1c3QFvVHwbc,#1546 Puja Diário | 05/07/24,2024-07-06T11:50:46Z,PT1H48M15S,
1cyjsJLaiT8,#730 Prática de Prajnaparamita e Buda da Medicina | 09/04/22,2022-04-09T23:18:42Z,PT1H20M18S,
1f0GZFFbOMk,#1043 Prática de Prajnaparamita e Buda da Medicina  |  16/02/23,2023-02-16T23:54:33Z,PT1H32M56S,
1fTEriL1Glg,#1146 Puja Diário | 30/05/23,2023-05-31T11:13:28Z,PT55M1S,
1hnKvdzbm-U,#1790 Puja Diário | 08/03/25,2025-03-09T11:20:25Z,PT1H3M5S,
1iWOs6l6Grw,"2023 12 10 Retiro ""Desafios do Mundo Contemporâneo ao Darma do Buda"" CEBB Sukhavati | #03 (manhã)",2025-06-01T19:19:26Z,PT3H42M21S,
1knQ3-bmhKk,2022 06 05 - Retiro: Apresentação dos Estágios do Caminho Budista - #4,2022-05-24T21:16:03Z,PT3H4M31S,
1kojbp_12K4,"2022 01 13 - A Prática da Lucidez Rigpa, Prajna e Sati - TARDE",2022-01-05T19:47:31Z,PT3H5M51S,
1mmhfpZ_LPk,#1822 Puja Diário | 09/04/25,2025-04-10T11:09:29Z,PT1H2M41S,
1p25Sd5tST8,#1777 Puja Diário | 23/02/25,2025-02-24T11:26:35Z,PT1H18M46S,
1sgR7UPBxPI,Buda e Cristo - parte 2,2013-01-08T00:31:03Z,PT1H3M18S,
1tCoVjaLfZ0,1 Retiro GURU IOGA,2012-10-03T02:57:38Z,PT1H5M52S,
1td7Gv0oVHU,#20 Retiro da Iluminação do Buda | Segunda Tarde | 07/12/2020,2022-11-21T23:10:33Z,PT1H59M35S,
1uALxPejYj8,#671 Prática de Prajnaparamita e Buda da Medicina | 09/02/22,2022-02-09T22:57:53Z,PT54M28S,
1uNdmMLo7JE,2023 02 05 - A Iluminação da Sabedoria Primordial #02 - manhã,2023-02-03T11:16:54Z,PT3H24M51S,
1uUAAMAzalU,#1191  Puja Diário | 14/07/23,2023-07-15T13:02:57Z,PT2H21M6S,
1ufUsIMKg94,#1344 Puja Diário | 15/12/23,2023-12-16T11:08:18Z,PT59M16S,
1utQSaVyklM,"2024/04/23 - Estudo de Aprofundamento - Sabedoria, Nirvana, Etapas de Realização | #14",2024-04-11T12:09:47Z,PT2H16M51S,
1wJlqSDPDuQ,"2024 01 19 Palestra ""A Meditação e os Três Mundos"" CEBB SP",2024-01-09T19:19:52Z,PT2H50M36S,
1wQj1pyNxBY,"#23 | Retiro de Verão 2021:Treinamento de Visão, Meditação e Ação no Programa de 21 Itens | 20/02/21",2022-11-22T00:43:25Z,PT1H29M30S,
1zJIoqDjy2Y,#05 | 4º voto do Buda da Medicina | 17/04/2020,2020-04-18T00:27:34Z,PT18M23S,
2-T8rye7e30,#667 Prática de Prajnaparamita e Buda da Medicina | 05/02/22,2022-02-05T23:31:59Z,PT1H34M32S,
2-smi3Fgf5M,2025 02 01 - Retiro de Verão 2025 no CEBB Sukhavati #17,2025-02-01T11:50:00Z,PT2H32M45S,
22aH98KSqJE,2024 01 27 Retiro “Como reconhecer e dissolver padrões negativos e gerar benefícios?” | AP #02,2025-06-01T19:19:51Z,PT3H9M11S,
23mqpQnqVMg,#04 | Perguntas & Respostas (#282 Prajnaparamita) | 19/01/2021,2021-01-19T23:44:28Z,PT1H30M15S,
23zktoqm6UU,"2022 05 05 - Retiro | Visão, Meditação e Ação - #09",2022-04-11T12:14:30Z,PT3H14M1S,
24SEBzWLCfw,"Retiro ""Conselhos sobre a morte"" #5 (MANHÃ)",2014-10-19T14:46:49Z,PT2H51M41S,
25pRn1IKViA,#883 Prática de Prajnaparamita e Buda da Medicina  | 09/09/22,2022-09-09T23:36:01Z,PT1H32M1S,
25pqM7D677s,"2024 09 25 - Estudo de Aprofundamento ""O Livro Tibetano dos Mortos"" #07",2024-09-25T11:54:00Z,PT2H12M10S,
26eCgsZ-IHo,"Retiro de Verão 2016 #20 | Como Trabalhar com a Energia e os 5 Elementos; Os 6 Selos (7º dia, manhã)",2016-02-12T14:58:44Z,PT2H15M11S,
26no0bVKDm4,"Comentários às Instruções de Tilopa a Naropa  #16 | (8º dia, tarde)",2019-07-12T20:15:27Z,PT1H56M24S,
28FyM9DZg34,Conselhos do coração #5 | Itens 9 a 14 e controles de qualidade (manhã),2015-07-05T16:35:40Z,PT2H42M31S,
28Z59wAQZQc,#1580 Puja Diário | 08/08/24,2024-08-09T11:18:12Z,PT59M10S,
29cTOi_2voc,2024 03 16 Iluminando a Mente da Sabedoria | Estudo de Aprofundamento #04,2024-03-01T17:23:46Z,PT2H16S,
2ABxglp1aIs,#479 Prática de Prajnaparamita e Buda da Medicina | 04/08/2021,2021-08-04T23:04:06Z,PT58M26S,
2A_cEXnpUOY,Caminho gradual e práticas preliminares | Retiro de Inverno sobre meditação - Parte 3/14,2012-09-04T02:07:50Z,PT11M13S,
2Az04AdpTmM,#732 Prática de Prajnaparamita e Buda da Medicina | 11/04/22,2022-04-11T23:31:11Z,PT1H28M53S,
2CcEWdKjdzc,#1876 Puja Diário | 02/06/25,2025-06-03T11:02:11Z,PT1H50S,
2Djf5eLqLMI,#07 Retiro de Inverno 2020 | 12 Elos da Originação Dependente |  27/07/2020,2022-11-21T23:58:05Z,PT2H5M20S,
2Ebe5ftNlrE,"23 04 22|Retiro | Lucidez em meio à vida: é possível, como fazer? | #3 - Lingua Brasileira de Sinais",2023-04-22T11:56:17Z,PT2H44M10S,
2FWzC_dtP5M,#497 Prática de Prajnaparamita e Buda da Medicina | 22/08/2021,2021-08-22T23:01:09Z,PT56M17S,
2Gwm9k4PiO4,#174 Prática Prajnaparamita e Buda da Medicina | 03/10/2020,2020-10-04T00:06:08Z,PT50M56S,
2Gz4-1PFr1Y,#42 | Prajnaparamita e Buda da Medicina | Perguntas e Respostas | 24/05/2020,2020-05-25T01:09:07Z,PT1H46M3S,
2HD9o0NZHA8,#545 Prática de Prajnaparamita e Buda da Medicina | 09/10/2021,2021-10-09T22:51:09Z,PT42M36S,
2HQo1z6GNIE,Meditação e Felicidade: retiro com Lama Padma Samten no CEBB Mendjila - 2º Dia (manhã),2017-08-26T15:18:14Z,PT2H20M49S,
2IUp3IxJFME,#1328 Puja Diário | 29/11/23,2023-11-30T11:29:54Z,PT1H15M56S,
2JnV1kDb5Xw,"Originação dependente, potes luminosos, inteligências vivas e sectarismo (SP, out/2018, parte 1)",2018-10-06T15:33:02Z,PT2H43M30S,
2KXkUMUDrzE,#1818 Puja Diário | 05/04/25,2025-04-06T12:20:21Z,PT1H45M6S,
2KwR_FseTXg,#Puja | Retiro Praticando nos Bardos · 19/09/21 | Domingo Manhã,2021-09-17T23:20:59Z,PT1H29M36S,
2LCNsPrdLGk,[Inglês] 2024 02 12 Retiro de Verão 2024 | CEBB CM #3.5 (tarde),2024-02-12T17:38:48Z,PT2H24M16S,
2LEIq6T50UA,Budismo e Responsabilidade Universal   Relato 4b,2010-10-16T06:34:29Z,PT8M13S,
2LkMEfurPfw,#1218 Puja Diário | 11/08/23,2023-08-12T11:05:06Z,PT55M46S,
2MPVKqEoU3w,"Retiro de Inverno 2016 #20 | (8º dia, manhã)",2016-07-30T16:00:30Z,PT1H55M9S,
2NjfDNjF6IY,"Palestra: ""Meditação e energia no cotidiano dos ciclos da vida"" | CEBB Recife",2023-09-07T13:47:03Z,PT2H9M6S,
2O5BGneUWMM,"2024 09 18 - Estudo de Aprofundamento ""O Livro Tibetano dos Mortos"" #03",2024-09-18T11:58:19Z,PT2H32M16S,
2Ow1Ic-4SDA,A visão budista do cosmos e dos 31 mundos,2021-08-07T20:35:47Z,PT2H13M56S,
2Qs2fnQRsIc,Budismo e Alegria de Viver #2 - Retiro com o Lama Padma Samten (manhã de sábado),2019-05-25T15:28:32Z,PT2H42M36S,
2RJVc2shFBI,2022 07 18 - Retiro de Inverno 2022 - 2ªparte - #8,2022-07-10T22:27:57Z,PT3H29M16S,
2RvDGr2_mc8,#154 Prática Prajnaparamita e Buda da Medicina | 13/09/2020,2020-09-14T00:13:12Z,PT1H4M20S,
2RvfwPRLfjY,"2022 11 13 - Retiro |  Visão, Pacificação e Cura – Ensinamentos do Buda para Nossas Vidas- #05",2022-11-10T18:13:51Z,PT3H31M10S,
2SUti9-ZWHg,2022 10 02 - Retiro | Caminhando juntos: a preciosidade da Sanga na construção de Terra Pura - #04,2022-09-19T14:34:41Z,PT3H11M45S,
2To0NN9l_zM,"2023 10 07 Minirretiro ""Como enfrentar com lucidez os desafios na vida cotidiana"" | RJ #01 (manhã)",2025-06-01T19:18:07Z,PT3H56S,
2Uu5CfSFLh4,#24 Perguntas & Respostas (#475 Prática de Prajnaparamita e Buda da Medicina) | 31/07/21,2021-07-31T23:04:37Z,PT1H4M35S,
2Vkv7PUhsU8,2025 01 29 - Retiro de Verão 2025 no CEBB Sukhavati #14.5,2025-01-29T17:44:21Z,PT1H17M56S,
2VnoBAM8oe0,#1134 Puja Diário | 18/05/23,2023-05-19T11:02:27Z,PT58M51S,
2WRo9N3zZEk,"Retiro ""Psicologia Budista"" em SP #4",2012-09-04T22:35:42Z,PT1H25M28S,
2WiIyAh-zdM,#1642 Puja Diário | 08/10/24,2024-10-09T11:03:01Z,PT56M41S,
2WjheYyJ8Xc,#09 Retiro de Inverno 2018 | Lama Padma Samten,2018-07-09T20:05:45Z,PT50M54S,
2X779WtBKLU,#1255 Puja Diário | 17/09/23 - CEBB Maceió,2023-09-18T11:27:15Z,PT1H21M15S,
2XJjyhSupaw,"Retiro de Verão 2020 #8 (4º dia, tarde)",2020-02-24T20:19:20Z,PT1H38M41S,
2YYPjR4oqFE,teste,2020-09-19T15:15:53Z,PT3M10S,
2_8L12jz9iQ,#1516 Puja Diário | 05/06/24,2024-06-06T11:09:37Z,PT1H12M5S,
2_TjJuzRT5U,#04 2022 08 13 - Presentation of the Stages of the Buddhist Path  - Part 2,2022-08-12T23:14:30Z,PT2H4M12S,
2aVOZvph1tE,Treinando Nossa Mente #4 | Retiro com Lama Samten,2017-09-25T13:42:59Z,PT2H50M38S,
2byHAxyNw2k,#1357 Puja Diário | 28/12/23,2023-12-29T13:00:08Z,PT2H26M35S,
2dPen9WUCvY,#961 Prática de Prajnaparamita e Buda da Medicina  | 26/11/22,2022-11-26T23:00:32Z,PT57M41S,
2da9yuY3Upw,Budismo e Pensamento Contemporâneo - 6,2010-09-27T11:12:39Z,PT10M1S,
2fVvl1lUXOg,2 - Conversa Lama Samten e Professores da Escola Caminho do,2013-06-25T23:25:38Z,PT1H36M53S,
2gMKd3VODU8,#218 Prática Prajnaparamita e Buda da Medicina | 16/11/2020,2020-11-16T23:52:59Z,PT49M10S,
2g_pWGOArQo,Conversa com Lama Samten na Vivência formativa para jovens,2022-06-18T14:07:42Z,PT1H25M11S,
2h1ygQ0SZXo,"Palestra ""Construindo Terras Puras"" | Alto Paraíso - GO",2015-12-16T23:48:02Z,PT1H26M,
2j72sM5JjOU,2022 09 20 - Retiro |  Amadurecimento Progressivo da Visão e Meditação - #7,2022-09-16T10:37:56Z,PT3H10M56S,
2kjkxwSnGwg,#141 Prática Prajnaparamita e Buda da Medicina | 31/08/2020,2020-09-01T00:08:10Z,PT1H1M49S,
2lKvgKyn6k0,[ VÍDEO SUBSTITUÍDO : Retiro de Verão 2016 #25 ],2016-02-14T14:58:34Z,PT1H17M50S,
2lyK4eJU7Q4,"2025 04 12 - Retiro ""O Caminho Budista para o Equilíbrio Social, Saúde Física e Mental"" #01",2025-03-24T12:47:41Z,PT3H14M35S,
2mqIez0Qx5Q,"4ª Nobre Verdade: Nobre Caminho de Oito Passos | Retiro de Verão 2019 #5 (3º dia, tarde)",2019-03-03T20:14:17Z,PT2H59M34S,
2mtR56iz3pI,#37 | Os Cinco Bardos – Instruções de Contemplação | 19/05/2020,2020-05-20T00:45:34Z,PT35M11S,
